x0000,y0000
1657.1987951807,9533.5
1656.3030120482,9640.1
1655.4072289157,9553.6
1654.5114457831,9858.7
1653.6156626506,9636.4
1652.7198795181,9644.4
1651.8240963855,9766.8
1650.9283132530,9783.5
1650.0325301205,9879.1
1649.136746988,9705.
1648.2409638554,9832.1
1647.3451807229,9751.1
1646.4493975904,9756.9
1645.5536144578,9843.6
1644.6578313253,9480.4
1643.7620481928,9781.1
1642.8662650602,9527.9
1641.9704819277,9611.3
1641.0746987952,9477.2
1640.1789156627,9300.9
1639.2831325301,9295.1
1638.3873493976,9111.
1637.4915662651,9038.9
1636.5957831325,8963.6
1635.7000000000,9039.1
1634.8042168675,8693.8
1633.9084337349,8537.5
1633.0126506024,8376.1
1632.1168674699,8414.
1631.2210843373,8217.8
1630.3253012048,8246.8
1629.4295180723,7909.8
1628.5337349398,7830.6
1627.6379518072,7782.7
1626.7421686747,7718.3
1625.8463855422,7579.
1624.9506024096,7534.4
1624.0548192771,7516.6
1623.1590361446,7352.1
1622.2632530120,7278.8
1621.3674698795,7119.8
1620.471686747,7059.7
1619.5759036145,6842.9
1618.6801204819,6951.
1617.7843373494,6935.5
1616.8885542169,6854.7
1615.9927710843,6800.1
1615.0969879518,6709.7
1614.2012048193,6803.8
1613.3054216867,6803.2
1612.4096385542,6637.9
1611.5138554217,6789.7
1610.6180722892,6619.6
1609.7222891566,6453.4
1608.8265060241,6555.3
1607.9307228916,6512.9
1607.0349397590,6609.8
1606.1391566265,6551.4
1605.243373494,6647.
1604.3475903614,6529.
1603.4518072289,6365.9
1602.5560240964,6399.5
1601.6602409639,6374.4
1600.7644578313,6277.6
1599.8686746988,6176.3
1598.9728915663,6098.8
1598.0771084337,6072.9
1597.1813253012,5968.9
1596.2855421687,5983.6
1595.3897590361,5886.4
1594.4939759036,5949.8
1593.5981927711,5680.5
1592.7024096386,5628.7
1591.8066265060,5593.6
1590.9108433735,5547.6
1590.015060241,5590.4
1589.1192771084,5386.9
1588.2234939759,5433.7
1587.3277108434,5239.3
1586.4319277108,5304.3
1585.5361445783,5236.2
1584.6403614458,5190.9
1583.7445783133,5081.6
1582.8487951807,4992.1
1581.9530120482,5153.7
1581.0572289157,5008.7
1580.1614457831,4999.6
1579.2656626506,4957.9
1578.3698795181,4926.6
1577.4740963855,4981.1
1576.5783132530,4901.5
1575.6825301205,4836.3
1574.786746988,5003.1
1573.8909638554,4771.7
1572.9951807229,4794.8
1572.0993975904,4845.6
1571.2036144578,4803.5
1570.3078313253,4779.1
1569.4120481928,4836.9
1568.5162650602,4787.5
1567.6204819277,4688.7
1566.7246987952,4761.1
1565.8289156627,4734.
1564.9331325301,4793.4
1564.0373493976,4898.
1563.1415662651,4711.3
1562.2457831325,4860.1
1561.3500000000,4781.5
1560.4542168675,4792.9
1559.5584337349,4753.8
1558.6626506024,4802.1
1557.7668674699,4723.4
1556.8710843373,4843.5
1555.9753012048,4754.4
1555.0795180723,4748.2
1554.1837349398,4861.7
1553.2879518072,4789.9
1552.3921686747,4794.6
1551.4963855422,4825.7
1550.6006024096,4810.7
1549.7048192771,4782.5
1548.8090361446,4745.5
1547.9132530120,4764.9
1547.0174698795,4841.5
1546.121686747,4770.
1545.2259036145,4831.6
1544.3301204819,4755.8
1543.4343373494,4877.4
1542.5385542169,4828.5
1541.6427710843,4913.8
1540.7469879518,4701.4
1539.8512048193,4765.6
1538.9554216867,4871.4
1538.0596385542,4775.8
1537.1638554217,4876.2
1536.2680722892,4843.7
1535.3722891566,4762.6
1534.4765060241,4899.2
1533.5807228916,4898.8
1532.6849397590,4822.5
1531.7891566265,4827.8
1530.893373494,4919.
1529.9975903614,4745.1
1529.1018072289,4811.9
1528.2060240964,4752.5
1527.3102409639,4824.9
1526.4144578313,4842.4
1525.5186746988,4848.9
1524.6228915663,4853.9
1523.7271084337,4873.8
1522.8313253012,4885.4
1521.9355421687,4981.
1521.0397590361,4869.1
1520.1439759036,4892.2
1519.2481927711,4856.1
1518.3524096386,4827.
1517.4566265060,4839.6
1516.5608433735,4835.7
1515.665060241,4774.3
1514.7692771084,4889.6
1513.8734939759,4927.
1512.9777108434,4873.9
1512.0819277108,4833.7
1511.1861445783,4779.2
1510.2903614458,4837.2
1509.3945783133,5056.8
1508.4987951807,4891.8
1507.6030120482,4889.9
1506.7072289157,5011.5
1505.8114457831,4852.6
1504.9156626506,4939.1
1504.0198795181,4819.2
1503.1240963855,4835.7
1502.2283132530,4889.9
1501.3325301205,4929.6
1500.436746988,4895.7
1499.5409638554,4826.7
1498.6451807229,4929.2
1497.7493975904,4819.3
1496.8536144578,4785.4
1495.9578313253,4850.4
1495.0620481928,4824.9
1494.1662650602,4903.4
1493.2704819277,4742.1
1492.3746987952,4825.4
1491.4789156627,4824.6
1490.5831325301,4839.1
1489.6873493976,4860.6
1488.7915662651,4823.9
1487.8957831325,4801.2
1487.0000000000,4796.9
1486.1042168675,4757.5
1485.2084337349,4801.1
1484.3126506024,4781.3
1483.4168674699,4754.
1482.5210843373,4716.3
1481.6253012048,4690.8
1480.7295180723,4683.5
1479.8337349398,4775.3
1478.9379518072,4807.9
1478.0421686747,4732.6
1477.1463855422,4698.8
1476.2506024096,4775.8
1475.3548192771,4743.5
1474.4590361446,4714.3
1473.5632530120,4675.6
1472.6674698795,4743.4
1471.771686747,4674.3
1470.8759036145,4627.1
1469.9801204819,4692.3
1469.0843373494,4688.7
1468.1885542169,4678.3
1467.2927710843,4745.8
1466.3969879518,4666.1
1465.5012048193,4743.
1464.6054216867,4658.5
1463.7096385542,4572.5
1462.8138554217,4570.7
1461.9180722892,4719.5
1461.0222891566,4705.
1460.1265060241,4664.9
1459.2307228916,4662.
1458.3349397590,4622.3
1457.4391566265,4616.7
1456.543373494,4516.8
1455.6475903614,4638.8
1454.7518072289,4670.7
1453.8560240964,4713.4
1452.9602409639,4591.8
1452.0644578313,4590.6
1451.1686746988,4644.7
1450.2728915663,4750.3
1449.3771084337,4641.3
1448.4813253012,4623.3
1447.5855421687,4611.
1446.6897590361,4718.9
1445.7939759036,4691.6
1444.8981927711,4668.8
1444.0024096386,4653.3
1443.1066265060,4690.5
1442.2108433735,4657.2
1441.315060241,4716.5
1440.4192771084,4628.8
1439.5234939759,4765.7
1438.6277108434,4674.6
1437.7319277108,4703.6
1436.8361445783,4682.9
1435.9403614458,4727.4
1435.0445783133,4720.2
1434.1487951807,4688.2
1433.2530120482,4635.
1432.3572289157,4697.8
1431.4614457831,4685.9
1430.5656626506,4628.8
1429.6698795181,4681.8
1428.7740963855,4744.2
1427.8783132530,4716.2
1426.9825301205,4714.4
1426.086746988,4802.6
1425.1909638554,4715.9
1424.2951807229,4853.7
1423.3993975904,4693.4
1422.5036144578,4713.
1421.6078313253,4764.5
1420.7120481928,4626.
1419.8162650602,4637.
1418.9204819277,4738.3
1418.0246987952,4804.9
1417.1289156627,4813.8
1416.2331325301,4696.5
1415.3373493976,4761.9
1414.4415662651,4800.5
1413.5457831325,4667.2
1412.65,4777.9
1411.7542168675,4789.5
1410.8584337349,4728.4
1409.9626506024,4624.
1409.0668674699,4806.2
1408.1710843373,4730.8
1407.2753012048,4775.5
1406.3795180723,4798.5
1405.4837349398,4725.4
1404.5879518072,4832.5
1403.6921686747,4775.8
1402.7963855422,4718.9
1401.9006024096,4870.6
1401.0048192771,4876.8
1400.1090361446,4748.8
1399.2132530120,4811.9
1398.3174698795,4837.4
1397.421686747,4770.6
1396.5259036145,4770.9
1395.6301204819,4734.5
1394.7343373494,4751.7
1393.8385542169,4853.3
1392.9427710843,4909.3
1392.0469879518,4691.1
1391.1512048193,4851.5
1390.2554216867,4730.5
1389.3596385542,4685.4
1388.4638554217,4759.1
1387.5680722892,4734.6
1386.6722891566,4843.3
1385.7765060241,4843.3
1384.8807228916,4769.2
1383.9849397590,4740.5
1383.0891566265,4745.7
1382.193373494,4720.1
1381.2975903614,4784.8
1380.4018072289,4826.
1379.5060240964,4581.8
1378.6102409639,4816.6
1377.7144578313,4802.5
1376.8186746988,4808.6
